tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,mes_da_oferta,servico_ofertado,aceitou,count_LICENCIAMENTO,count_TRANSFERÊNCIA,count_VISTORIA,count_REVISTORIA,count_EMISSÃO APTVE,count_EMISSÃO CRLV,count_PLACA CARRO,count_PLACA MOTO,count_PLACA REBOQUE,count_DESBLOQUEIOS,count_CONSULTA TOTAL,count_DECLARAÇÕES
Cliente Final,1,60,358,1,6,11,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,152,2,16,11,INMETRO,0,2,1,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,101,1,20,11,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,62,1,3,11,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,13,1,12,11,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,361,1,2,11,TRANSFERÊNCIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,83,1,5,11,LICENCIAMENTO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,122,1,8,11,REVISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,46,1,10,11,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,394,1,20,11,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1330,0,17,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,79,1,20,11,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,699,1,0,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,338,1,19,11,EMISSÃO CRLV,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,18,1,11,11,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,40,1,24,11,CADASTRO DE MOTOR,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,703,1,5,11,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,346,1,5,11,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,60,1,4,11,DISTRATO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,373,1,4,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2041,0,16,11,EMISSÃO APTVE,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,508,1,20,11,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,391,1,21,11,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,63,1,23,11,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,63,1,21,11,DECLARAÇÕES,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,83,1,20,11,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,754,1,4,11,VISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,148,1,15,11,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,451,1,17,11,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,707,1,16,11,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,363,1,16,11,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,148,1,14,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,75,1,13,11,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,100,845,1,22,11,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,389,1,7,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,5,260,49,2,10,11,DECLARAÇÕES,0,4,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,60,1,8,11,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,134,1,21,11,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,370,1,11,11,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,778,1,9,11,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,405,1,8,11,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,383,1,12,11,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,960,0,18,11,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,22,1,8,11,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1235,0,24,11,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,467,1,8,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,344,1,23,11,EMISSÃO CRLV,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,334,1,14,11,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,31,1,7,11,PLACA CARRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,17,1,3,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,7,420,29,1,23,11,TRANSFERÊNCIA,0,7,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,483,1,5,11,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,441,1,17,11,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,337,1,0,11,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,420,1,20,11,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,54,1,17,11,EMISSÃO CRLV,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,793,2,23,11,CADASTRO DE MOTOR,1,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,9,1,9,11,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,57,1,13,11,PLACA MOTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,361,1,19,11,LICENCIAMENTO,1,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,81,1,8,11,REVISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,352,1,1,11,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,349,1,8,11,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,813,1,13,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,23,1,3,11,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,429,1,5,11,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,700,1,3,11,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2351,0,4,11,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,416,1,8,11,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1915,0,12,11,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,373,1,24,11,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,83,1,14,11,AUTORIZAÇÃO PRÉVIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,413,1,2,11,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,41,1,10,11,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,18,1,14,11,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,16,1,8,11,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1953,0,20,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,105,1,13,11,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,762,1,5,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,337,1,15,11,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,30,1,13,11,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,347,1,12,11,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,41,1,3,11,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,81,1,17,11,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,744,1,5,11,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1236,0,2,11,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,349,1,0,11,PLACA CARRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1089,0,16,11,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,7,1,24,11,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,800,1,6,11,PLACA CARRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,483,1,9,11,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,439,1,6,11,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,6,360,13,1,1,11,DECLARAÇÕES,0,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,33,1,4,11,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,720,1,23,11,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,452,1,17,11,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,89,1,17,11,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,437,1,11,11,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,338,1,1,11,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,81,1,11,11,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,509,1,20,11,DESBLOQUEIOS,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,6,1,19,11,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,9,1,13,11,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1711,0,11,11,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,17,1,22,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,461,0,24,11,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,17,1,4,11,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,74,1,3,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,65,1,19,11,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,352,1,4,11,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,52,1,21,11,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,353,1,11,11,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,341,1,5,11,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,280,50,2,23,11,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1306,0,23,11,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,35,1,8,11,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,152,1,23,11,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,87,1,24,11,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,757,1,22,11,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,13,1,14,11,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,66,2,10,11,CONSULTA TOTAL,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,706,1,7,11,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,805,1,6,11,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,16,1,23,11,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,148,1,21,11,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,352,2,22,11,DISTRATO,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,819,0,21,11,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,12,1,20,11,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,53,1,11,11,INMETRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,408,1,19,11,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1304,0,6,11,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,366,1,13,11,DISTRATO,1,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,19,1,3,12,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,10,2,12,12,LICENCIAMENTO,0,2,1,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,100,1,6,12,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,114,1,21,12,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,454,0,1,12,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,385,1,15,12,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,34,1,20,12,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,453,1,18,12,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,808,1,18,12,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1950,0,23,12,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,811,1,11,12,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,340,1,19,12,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,16,1,24,12,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1950,0,4,12,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,38,1,22,12,CADASTRO DE MOTOR,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,372,1,10,12,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,338,1,15,12,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,6,1,16,12,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,2504,0,8,12,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,21,1,13,12,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,35,1,8,12,LIBERAÇÃO DO PÁTIO,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,770,1,8,12,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,438,1,6,12,PLACA MOTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,428,1,13,12,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,34,1,21,12,LIBERAÇÃO DO PÁTIO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,12,1,0,12,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,2,1,21,12,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,459,1,17,12,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1792,0,2,12,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,64,1,23,12,PLACA CARRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,763,1,16,12,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,809,1,11,12,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,348,1,5,12,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,42,1,11,12,CADASTRO DE MOTOR,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1357,0,20,12,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,440,1,9,12,LICENCIAMENTO,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,117,1,7,12,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,113,1,23,12,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,801,1,0,12,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,440,1,6,12,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1645,0,11,12,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,132,1,9,12,INMETRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,775,2,1,12,EMISSÃO APTVE,0,1,1,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,674,2,24,12,REVISTORIA,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,87,1,23,12,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,2009,0,9,12,LIBERAÇÃO DO PÁTIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,44,1,10,12,REVISTORIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,9,1,5,12,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,340,431,2,15,12,VISTORIA,1,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,383,1,3,12,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,79,1,18,12,INMETRO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,394,1,16,12,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,430,1,19,12,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,509,0,1,12,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,378,1,24,12,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,28,1,21,12,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,344,1,5,12,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,716,1,1,12,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,769,1,7,12,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1818,0,10,12,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,40,1,7,12,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,14,1,22,12,AUTORIZAÇÃO PRÉVIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,778,0,24,12,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,341,1,21,12,TRANSFERÊNCIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,19,1,2,12,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,709,1,10,12,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,346,1,4,12,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,93,1,15,12,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,22,1,15,12,LICENCIAMENTO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,8,320,21,1,24,12,PLACA REBOQUE,0,8,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,371,1,19,12,EMISSÃO APTVE,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,830,1,19,12,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,99,1,3,12,REVISTORIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,28,1,21,12,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,336,1,8,12,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,38,1,1,12,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,64,1,17,12,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,340,1,11,12,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,815,1,3,12,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,847,1,12,12,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,3,1,11,12,LIBERAÇÃO DO PÁTIO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,468,1,9,12,PLACA CARRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,125,1,10,12,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,420,1,1,12,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,362,1,5,12,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,53,1,14,12,LICENCIAMENTO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,456,1,18,12,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,366,1,23,12,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,21,1,11,12,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,725,1,19,12,LICENCIAMENTO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,3,1,21,12,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,16,1,20,12,AUTORIZAÇÃO PRÉVIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,20,1,13,12,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,67,1,19,12,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,870,1,10,12,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,5,200,44,1,17,12,TRANSFERÊNCIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,68,1,19,12,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,431,1,17,12,DECLARAÇÕES,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,384,1,12,12,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,129,1,10,12,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,13,1,15,12,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,406,1,20,12,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,79,1,23,12,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,469,1,22,12,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,9,2,0,12,TRANSFERÊNCIA,0,2,1,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,91,1,24,12,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,883,1,3,12,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,872,1,2,12,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,768,1,7,12,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,759,1,22,12,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
