tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,HIST_LICENCIAMENTO,HIST_TRANSFERENCIA,HIST_VISTORIA,HIST_REVISTORIA,HIST_EMISSAO_APTVE,HIST_EMISSAO_CRLV,HIST_PLACA_CARRO,HIST_PLACA_MOTO,HIST_PLACA_REBOQUE,HIST_DESBLOQUEIOS,HIST_CONSULTA_TOTAL,HIST_DECLARACOES,target_service
Cliente Final,2,120.0,404,1,5,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,6,300.0,207,2,20,5,1,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,718,1,12,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,689,1,13,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,0,0.0,1227,0,3,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Parceiro,3,180.0,365,2,2,2,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,3,120.0,28,1,3,3,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,3,180.0,340,1,11,3,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,0,0.0,804,0,24,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,3,120.0,361,1,11,3,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,40.0,757,1,22,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,364,1,19,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,702,1,9,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,3,180.0,118,2,16,2,1,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,0,0.0,1880,0,12,0,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,3,180.0,676,2,0,2,1,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,0,0.0,1363,0,5,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Parceiro,3,180.0,404,2,19,2,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,383,1,4,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,771,1,6,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,0,0.0,1692,0,15,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,2,120.0,408,1,24,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,1,100.0,275,1,22,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,403,1,6,3,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,1,40.0,94,1,5,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,1,60.0,461,1,4,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,0,0.0,2012,0,10,0,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,1,60.0,745,1,18,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,362,1,3,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,1,60.0,80,1,9,1,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,2,120.0,324,1,17,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,5,300.0,26,1,9,5,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,0,0.0,1458,0,12,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,2,120.0,715,1,3,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,4,240.0,318,1,0,4,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,1,60.0,56,1,19,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,0,0.0,1145,0,6,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,2,120.0,44,1,19,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,0,0.0,1325,0,21,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,45,1,16,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,3,180.0,42,1,5,3,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1650,0,24,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,2,140.0,29,2,10,1,1,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,6,360.0,349,1,22,6,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,390,1,15,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,353,1,17,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,1,60.0,44,1,4,1,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,3,180.0,13,1,17,3,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,1,60.0,418,1,24,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,2,120.0,318,1,5,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,2,120.0,399,1,22,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,333,1,6,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,2,80.0,52,1,2,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,1,60.0,736,1,17,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,1,100.0,154,1,20,0,1,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,4,240.0,66,1,7,4,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,340,1,7,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,0,0.0,1893,0,17,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,422,1,18,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,4,240.0,93,1,3,4,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,4,160.0,84,1,18,4,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,1,60.0,722,1,15,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,4,220.0,348,2,2,3,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,88,1,12,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,3,180.0,11,1,4,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,40,1,18,1,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,2,80.0,343,1,7,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,2,120.0,331,1,16,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,1,40.0,447,1,16,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,2,120.0,319,1,7,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Parceiro,4,220.0,15,2,11,3,1,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Parceiro,0,0.0,481,0,9,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,2,120.0,366,1,7,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,1,40.0,421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,2,120.0,6,1,12,2,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,5,200.0,13,1,5,5,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,3,180.0,314,1,5,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,2,120.0,380,1,8,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,423,1,10,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,1,60.0,82,1,8,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,3,180.0,328,2,22,2,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,715,1,20,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,749,1,20,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,0,0.0,1675,0,6,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Parceiro,4,160.0,362,1,21,4,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,1,60.0,693,1,3,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,540,0,18,0,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,690,1,7,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,2,120.0,389,1,16,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,8,480.0,12,1,16,8,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,0,0.0,730,0,14,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Parceiro,1,100.0,288,1,22,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,4,240.0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,3,180.0,37,1,6,3,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,2,120.0,431,1,17,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,0,0.0,1076,0,17,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,5,200.0,482,1,18,5,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,54,1,8,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,485,1,14,2,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Parceiro,1,40.0,324,1,12,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,1,40.0,764,1,17,1,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,3,120.0,44,1,3,3,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,2,120.0,341,1,8,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,0,0.0,2182,0,21,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,2,140.0,369,2,0,1,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,3,1,13,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,3,180.0,390,1,12,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,2,160.0,381,2,9,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,5,300.0,323,1,23,5,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,1,40.0,733,1,22,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,466,1,17,1,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,2,120.0,19,1,6,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,3,180.0,89,1,14,3,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,2,120.0,352,1,2,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,4,240.0,113,1,1,4,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,2,120.0,39,1,7,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,1,40.0,121,1,5,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,2,120.0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,1,60.0,689,1,23,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,332,1,19,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,2,120.0,403,1,16,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,2,120.0,122,1,14,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,2,80.0,43,1,13,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,5,300.0,66,1,1,5,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,2,120.0,832,1,13,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,2,120.0,366,1,3,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,140.0,740,2,6,1,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,754,1,21,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,364,1,10,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,2,80.0,62,1,1,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,376,1,16,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,2,120.0,428,1,23,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,365,1,8,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,0,0.0,1297,0,17,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,777,1,3,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,1,60.0,328,1,14,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,1,60.0,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,427,1,0,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,55,1,16,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,0,0.0,1994,0,9,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,410,1,8,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,1,60.0,333,1,12,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,4,160.0,13,1,17,4,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,111,1,8,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,3,120.0,361,1,6,3,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,0,0.0,705,0,22,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,3,120.0,10,1,19,3,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,2,120.0,385,1,3,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,377,1,3,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,417,1,6,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,2,140.0,265,2,19,1,1,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,8,1,16,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,4,240.0,39,1,24,4,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,2,120.0,12,1,5,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,693,1,8,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,2,140.0,369,2,16,1,1,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,3,180.0,52,1,11,3,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,3,180.0,93,1,23,3,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,1,40.0,758,1,11,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,64,1,4,2,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,3,180.0,462,1,9,3,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,357,1,7,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,51,1,7,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,869,1,14,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,3,180.0,8,1,21,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,2,80.0,408,1,13,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1911,0,17,0,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,3,120.0,496,1,4,3,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,3,180.0,663,2,24,2,1,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,1,40.0,352,1,19,1,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,2,120.0,48,1,14,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,1,60.0,30,1,19,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,362,1,13,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,4,160.0,55,1,9,4,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,6,240.0,21,1,18,6,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,1,40.0,383,1,18,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,373,1,2,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,3,180.0,438,1,2,3,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,770,1,21,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,3,180.0,354,1,15,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,0,0.0,1145,0,21,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,0,0.0,1672,0,21,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,796,1,20,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,1,40.0,15,1,15,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,4,160.0,38,1,16,4,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,2,140.0,305,2,18,1,1,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,418,1,4,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,4,240.0,76,1,22,4,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,5,300.0,60,1,24,5,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,404,1,2,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,1,40.0,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,3,180.0,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,4,240.0,27,1,7,4,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,39,1,20,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,6,360.0,374,1,4,6,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,2,80.0,331,1,4,2,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,1,60.0,74,1,6,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,389,1,20,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,5,260.0,39,2,14,4,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,1,40.0,463,1,11,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,4,160.0,361,1,0,4,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,3,180.0,398,2,2,2,1,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,5,300.0,381,1,24,5,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,0,0.0,808,0,10,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,4,240.0,63,1,8,4,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,0,0.0,1617,0,13,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,0,0.0,873,0,13,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Parceiro,2,80.0,75,1,4,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,40.0,15,1,21,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,0,0.0,769,0,5,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,38,1,10,3,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,4,240.0,10,1,3,4,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,5,300.0,5,1,23,5,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,355,1,1,2,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,2,120.0,12,1,14,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,0,0.0,1730,0,5,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,3,180.0,96,1,8,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,748,1,10,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,455,1,7,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,2,120.0,77,1,5,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,4,240.0,7,1,6,4,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,2,80.0,361,1,2,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,40,1,24,3,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,2,140.0,793,2,23,1,1,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,3,120.0,361,1,19,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,83,1,14,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,2,120.0,509,1,20,2,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,5,300.0,366,1,13,5,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,1,40.0,440,1,9,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,5,340.0,431,2,15,4,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,3,180.0,79,1,18,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,371,1,19,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,2,120.0,99,1,3,2,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,3,180.0,725,1,19,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,343,1,0,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,2,120.0,64,1,7,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,2,80.0,340,1,1,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,100.0,581,1,10,0,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,0,0.0,974,0,21,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,4,240.0,28,1,9,4,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,7,420.0,25,1,2,7,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,965,0,18,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,2,140.0,612,2,24,1,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,41,1,22,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,823,0,21,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,1,60.0,810,1,18,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,51,1,10,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,1,60.0,20,1,13,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,3,180.0,342,1,14,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
